- invocation: True
  version: 3.0
    sha256: a8a1ca73136cb7faec67a56e7776170cb0ccb27af53b7116a585f0433f23e417
    success: True
  - lfn: "Aug_resized_Cat21_0.jpg"
    pfn: "Aug_resized_Cat21_0.jpg"
    sha256: 9fb3e71ea42e00693f8383749cf95fe5d6db07d752907c5c303505f719623596
    success: True
  - lfn: "Aug_resized_Cat61_0.jpg"
    pfn: "Aug_resized_Cat61_0.jpg"
    sha256: 6a6504cb619314a8ea0fbb71b5a4c52d7b65e266ed5d684fa17f34b839b2361a
    success: True
  - lfn: "Aug_resized_Cat82_1.jpg"
    pfn: "Aug_resized_Cat82_1.jpg"
    sha256: 7e1e3dd1bcd93e97306073186f6b276be80e093240a61de2ddbb205d8f427e9f
    success: True
  - lfn: "Aug_resized_Cat89_1.jpg"
    pfn: "Aug_resized_Cat89_1.jpg"
    sha256: c2f633e2084a8fe5198418bafe13cf2c38b124e026ab8ea0fffd4baee87e6ce7
    success: True
  - lfn: "Aug_resized_Cat49_1.jpg"
    pfn: "Aug_resized_Cat49_1.jpg"
    sha256: b75f3e31f31912b7311930e68cea46f0ba8647c82fe7e47576c1c162018cf4eb
    success: True
  - lfn: "Aug_resized_Cat42_1.jpg"
    pfn: "Aug_resized_Cat42_1.jpg"
    sha256: 4645adc16aa38c5bbb47ebd4f275a4068b9471020e048d598336758d042e0633
    success: True
  - lfn: "Aug_resized_Dog91_2.jpg"
    pfn: "Aug_resized_Dog91_2.jpg"
    sha256: dc285cf4a8918de085c43d9c9b024f4c5c6e3ce1cb62978dced710799d2b41be
    success: True
  - lfn: "Aug_resized_Dog59_0.jpg"
    pfn: "Aug_resized_Dog59_0.jpg"
    sha256: de11ed69798ae3ddd20b51e1a576d0389f85296f0965063f791f0a4e4ebb9d5a
    success: True
  - lfn: "Aug_resized_Dog99_0.jpg"
    pfn: "Aug_resized_Dog99_0.jpg"
    sha256: 8b37c40f970d260572d6c8c617f0ad1babfe5b7f75db6628157e7cf88512a782
    success: True
  - lfn: "Aug_resized_Dog19_0.jpg"
    pfn: "Aug_resized_Dog19_0.jpg"
    sha256: 306108a58d447f86322aa1a16db3e3f2d8ab50fee2e480d9f880e971807d5db3
    success: True
  - lfn: "Aug_resized_Cat36_1.jpg"
    pfn: "Aug_resized_Cat36_1.jpg"
    sha256: ee0fe534ee72f22d3ba5e45983657c0cc74a6f1e6161cbe2565d73294f14c4a0
    success: True
  - lfn: "Aug_resized_Dog45_2.jpg"
    pfn: "Aug_resized_Dog45_2.jpg"
    sha256: d671c470361aec4f950e5a08dd5832cb122973e34721d0387ed2446cad72d586
    success: True
  - lfn: "Aug_resized_Dog85_2.jpg"
    pfn: "Aug_resized_Dog85_2.jpg"
    sha256: 115ddd8ba778d6daf056c48139e4ece29daabcc80a62cd1becb4b094fb717ec7
    success: True
  - lfn: "Aug_resized_Dog16_1.jpg"
    pfn: "Aug_resized_Dog16_1.jpg"
    sha256: 77f3ce2b662ecff259e88e1b63aad0f995d13bc103d01d25b09686890f67cfbd
    success: True
  - lfn: "Aug_resized_Dog6_0.jpg"
    pfn: "Aug_resized_Dog6_0.jpg"
    sha256: bc2498dabaac3a6acf41eea4df3cdcc75adba5042ea293b9813a01383e8d62d9
    success: True
  - lfn: "Aug_resized_Cat95_1.jpg"
    pfn: "Aug_resized_Cat95_1.jpg"
    sha256: 59c5b26afe989b992a0190a98360121ee88db461553137bacf27878ff6a2ff58
    success: True
  - lfn: "Aug_resized_Dog29_2.jpg"
    pfn: "Aug_resized_Dog29_2.jpg"
    sha256: 33a2b82329df80f17ca88c31a6f477d5964f46477d11e439148a8d916363af8f
    success: True
  - lfn: "Aug_resized_Dog46_0.jpg"
    pfn: "Aug_resized_Dog46_0.jpg"
    sha256: 18432ddec02ea1569595b3eeaed3ac8d30693465e6ecea770d2029f1526f2d02
    success: True
  - lfn: "Aug_resized_Dog86_0.jpg"
    pfn: "Aug_resized_Dog86_0.jpg"
    sha256: 96aa11fd512ae30d6b2d6f68d23d89e17cb47666c93f2497d730568de6c6f5e2
    success: True
  - lfn: "training.pkl"
    pfn: "training.pkl"
    sha256: 3963e7670df38641b4ab1aecaa95be8ca56a8e3e522604596e069d154e88bcf5
    success: True
  - lfn: "Aug_resized_Cat40_0.jpg"
    pfn: "Aug_resized_Cat40_0.jpg"
    sha256: 226907461fa28115582ed99ab1f7079480a52681308f42cf45f0aa39e50e88ca
    success: True
  - lfn: "Aug_resized_Dog81_0.jpg"
    pfn: "Aug_resized_Dog81_0.jpg"
    sha256: 5e75e3fab2772514fac9f6e632802af8d9b67801ae752fc96e424a722b4ea7f7
    success: True
  - lfn: "Aug_resized_Dog69_2.jpg"
    pfn: "Aug_resized_Dog69_2.jpg"
    sha256: c7fa70d78058ed7a9907126572e62761ae34556490a1bbb9e092753fc01d5b7b
    success: True
  - lfn: "Aug_resized_Dog43_1.jpg"
    pfn: "Aug_resized_Dog43_1.jpg"
    sha256: a0e838b0550e365bfedf4a22d9af452a2395f30726789efc0a105ff15f801346
    success: True
  - lfn: "Aug_resized_Dog51_2.jpg"
    pfn: "Aug_resized_Dog51_2.jpg"
    sha256: 4d6721c3bba38d8c887765f49442447432336297463014e9c5c4f1276df6b271
    success: True
  - lfn: "Aug_resized_Dog11_2.jpg"
    pfn: "Aug_resized_Dog11_2.jpg"
    sha256: f84e63235edf106282e144773f0e5b7662fdc004813f7221af9575c8ac23821a
    success: True
  - lfn: "Aug_resized_Dog75_0.jpg"
    pfn: "Aug_resized_Dog75_0.jpg"
    sha256: d364b4f2c2d42d1b59056acd6b5c70c69d6548f969717a61edf59e33031ce3dd
    success: True
  - lfn: "Aug_resized_Dog35_0.jpg"
    pfn: "Aug_resized_Dog35_0.jpg"
    sha256: f15df0865acccb9345c33081ed58196f9f0dafcf71d6cdf584c11e6e8d27c464
    success: True
  - lfn: "Aug_resized_Cat71_1.jpg"
    pfn: "Aug_resized_Cat71_1.jpg"
    sha256: 52062cb21f88a77d88d487680b11dc3884598efde414489b6673f7c4327726e7
    success: True
  - lfn: "Aug_resized_Dog83_1.jpg"
    pfn: "Aug_resized_Dog83_1.jpg"
    sha256: 7d7251f0ede1738f8a180fd596e0ed99a8b66c97784a4c3c3f718049a9f74da7
    success: True
  - lfn: "Aug_resized_Cat31_1.jpg"
    pfn: "Aug_resized_Cat31_1.jpg"
    sha256: af56d1ee07da452179542d01d4a85a88088631e572353d623b1614c52b7f1727
    success: True
  - lfn: "Aug_resized_Dog58_2.jpg"
    pfn: "Aug_resized_Dog58_2.jpg"
    sha256: a34e2c91907682a8bc2b86f73298890201f6712bbfc24bbb48538906ccc4d842
    success: True
  - lfn: "Aug_resized_Dog80_2.jpg"
    pfn: "Aug_resized_Dog80_2.jpg"
    sha256: 73044a9ef996e0c11d1b648515d27d9c4dacbafb010e73bf361cfd931095327f
    success: True
  - lfn: "Aug_resized_Cat34_0.jpg"
    pfn: "Aug_resized_Cat34_0.jpg"
    sha256: a8a52354e576848d79f3cab3a4fe8861701e42566cc7bc863c832f25412f8663
    success: True
  - lfn: "Aug_resized_Cat10_2.jpg"
    pfn: "Aug_resized_Cat10_2.jpg"
    sha256: 8152ebefe19db9ed90a470720d3ee6776f490ec636546011677132b0621046d2
    success: True
  - lfn: "Aug_resized_Cat97_2.jpg"
    pfn: "Aug_resized_Cat97_2.jpg"
    sha256: fc2ba9114aeb8369ea50fddcb4c2220ad517ff674b85bb05e53a8fff1fa417d6
    success: True
  - lfn: "Aug_resized_Dog18_2.jpg"
    pfn: "Aug_resized_Dog18_2.jpg"
    sha256: d5482c9de43786e4904852717863a06fc0bc65847aae3bf0342e7f6a24476a06
    success: True
  - lfn: "Aug_resized_Dog98_2.jpg"
    pfn: "Aug_resized_Dog98_2.jpg"
    sha256: 14676db641a552e78eb9c7754ea387300eab85eb1def3f5bd9485654329df807
    success: True
  - lfn: "Aug_resized_Cat60_2.jpg"
    pfn: "Aug_resized_Cat60_2.jpg"
    sha256: c0f9059c7ce51b86e8514bbf04bdf86a1e98477fcd4a1b4be3836a721632c998
    success: True
  - lfn: "Aug_resized_Dog93_2.jpg"
    pfn: "Aug_resized_Dog93_2.jpg"
    sha256: 130b87060469aa416391b58bfa14c8784a3c607306f298920884c4decbf13745
    success: True
  - lfn: "Aug_resized_Cat97_1.jpg"
    pfn: "Aug_resized_Cat97_1.jpg"
    sha256: 7bdb2d019030eefc23671aa61bff1e793a6af42af022fd6a26cd5474f2f125ab
    success: True
  - lfn: "Aug_resized_Cat44_1.jpg"
    pfn: "Aug_resized_Cat44_1.jpg"
    sha256: 24c6a86a0533032c84761886c0d7aa1d1f6d228788a081bc1a15662520fab069
    success: True
  - lfn: "Aug_resized_Cat90_2.jpg"
    pfn: "Aug_resized_Cat90_2.jpg"
    sha256: 18228283fa938dff69012bb721aedc0a88c755762f5f214c7af6e91de101bf7b
    success: True
  - lfn: "Aug_resized_Dog14_1.jpg"
    pfn: "Aug_resized_Dog14_1.jpg"
    sha256: 13da564f050459276111e88c7ae6c4ff556d38c5a081a60a52954cd8e32e0dfe
    success: True
  - lfn: "Aug_resized_Dog27_1.jpg"
    pfn: "Aug_resized_Dog27_1.jpg"
    sha256: fd517ac3a4b0c595022f34c3f57499db3fe6d675bb65979119dcdb39e246b934
    success: True
  - lfn: "Aug_resized_Dog40_2.jpg"
    pfn: "Aug_resized_Dog40_2.jpg"
    sha256: 4f8273be3d9f50975a3d157c17c7520fcbdbf492de682c7bd198c32b27fdf4f7
    success: True
  - lfn: "Aug_resized_Dog70_2.jpg"
    pfn: "Aug_resized_Dog70_2.jpg"
    sha256: a83e5978a7aefc4ae41e5557e4fe5ff8ce8b59005a40616e972f30c0ed726ccb
    success: True
  - lfn: "Aug_resized_Cat58_0.jpg"
    pfn: "Aug_resized_Cat58_0.jpg"
    sha256: f263358a7abc4c19acc2ae1034732cfcc8db5ac7febdacd9fdbd10d17dcefaa5
    success: True
  - lfn: "Aug_resized_Dog37_1.jpg"
    pfn: "Aug_resized_Dog37_1.jpg"
    sha256: 6ec4443ce40aba4f89d9338479b33b06a4c825d102bd321662b984a5f1a4dcf1
    success: True
  - lfn: "Aug_resized_Dog64_1.jpg"
    pfn: "Aug_resized_Dog64_1.jpg"
    sha256: feda35ddf1ef4cf8a47fe37b55ca282e621a44d4e55130fb8fa53ee319fa4d45
    success: True
  - lfn: "Aug_resized_Cat68_0.jpg"
    pfn: "Aug_resized_Cat68_0.jpg"
    sha256: 4c1e36b5f39c0bb46d339f56b1b464be8dcb46405470fa8123c748ceb15c2fb8
    success: True
  - lfn: "Aug_resized_Dog60_0.jpg"
    pfn: "Aug_resized_Dog60_0.jpg"
    sha256: bc2498dabaac3a6acf41eea4df3cdcc75adba5042ea293b9813a01383e8d62d9
    success: True
  - lfn: "Aug_resized_Dog48_0.jpg"
    pfn: "Aug_resized_Dog48_0.jpg"
    sha256: b60b86c685fb7cf12e71dd0751a10cb57e774b090633e2197f3927f0158ce061
    success: True
  - lfn: "Aug_resized_Dog94_1.jpg"
    pfn: "Aug_resized_Dog94_1.jpg"
    sha256: 81737285fb09ca59a4483b3020917bb5c141a472675d39d01a07adce1e9169cd
    success: True
  - lfn: "Aug_resized_Dog11_1.jpg"
    pfn: "Aug_resized_Dog11_1.jpg"
    sha256: 6d803bb1e00129824e367806130d4aa2b61e306f5a4738b498a19be8b1ce019f
    success: True
  - lfn: "Aug_resized_Cat45_0.jpg"
    pfn: "Aug_resized_Cat45_0.jpg"
    sha256: 92499d792390990a1c50f18f30d349c9dfa21d75aa63006a612fced11d3e94f6
    success: True
  - lfn: "Aug_resized_Cat15_0.jpg"
    pfn: "Aug_resized_Cat15_0.jpg"
    sha256: d593516745e75ac242d0b0f6df318f72919cc5e6600e00940aa929dfee67d20d
    success: True
  - lfn: "Aug_resized_Dog1_0.jpg"
    pfn: "Aug_resized_Dog1_0.jpg"
    sha256: 63467113d4a296dce84072fb093cdea1293ed136da12aea098f77171dc72ea08
    success: True
  - lfn: "Aug_resized_Dog25_0.jpg"
    pfn: "Aug_resized_Dog25_0.jpg"
    sha256: 549bb3a81a2657c4eb94703259cd24711f51fd20a5497dcc6d37e5917a566f6b
    success: True
  - lfn: "Aug_resized_Cat2_0.jpg"
    pfn: "Aug_resized_Cat2_0.jpg"
    sha256: 38a2d07833886f6b5a4899a2a563de2c1700213240db8cc838f88cedb9968df8
    success: True
  - lfn: "Aug_resized_Dog41_1.jpg"
    pfn: "Aug_resized_Dog41_1.jpg"
    sha256: 1747e8bf88784f7d36e8d88b81ebdb08c5b94ecb57f2d7f35c35a34b0c2431c5
    success: True
  - lfn: "Aug_resized_Dog16_2.jpg"
    pfn: "Aug_resized_Dog16_2.jpg"
    sha256: 5c3849cbb1fc3d051858797764b7a101532c35e71f3ed20cb64b801c0302013a
    success: True
  - lfn: "Aug_resized_Cat50_0.jpg"
    pfn: "Aug_resized_Cat50_0.jpg"
    sha256: 24e104fb0a27d89035360d88291c89aeb53ae9de723f1c20375c1e6c598e1757
    success: True
  - lfn: "Aug_resized_Dog30_0.jpg"
    pfn: "Aug_resized_Dog30_0.jpg"
    sha256: 1640e2063c2c91d448eeaeca0820f912b66445eb662dc02515e5619401741057
    success: True
  - lfn: "Aug_resized_Cat23_2.jpg"
    pfn: "Aug_resized_Cat23_2.jpg"
    sha256: 4431031d227a9d9481ff716612fdbd272f1f7bef2c8181aad4e8dbbe8f128318
    success: True
  - lfn: "Aug_resized_Cat78_2.jpg"
    pfn: "Aug_resized_Cat78_2.jpg"
    sha256: 23c46a7571fe37f3c547aefb8218704684240d1f256512203ed443f976bc08b8
    success: True
  - lfn: "Aug_resized_Cat93_0.jpg"
    pfn: "Aug_resized_Cat93_0.jpg"
    sha256: 528f03af8260e0cdd3eb27d3507dc6cf3a8028f3182feae5c55762bea98fe5d4
    success: True
  - lfn: "Aug_resized_Cat21_1.jpg"
    pfn: "Aug_resized_Cat21_1.jpg"
    sha256: 0b30884a10d2ad5f75804d64083af186ea553f0a0a0a9e8fb09fe5a65749b41c
    success: True
  - lfn: "Aug_resized_Cat47_1.jpg"
    pfn: "Aug_resized_Cat47_1.jpg"
    sha256: 70feafd6faf48edecd82a7e833e181bd60d34e21228baf61839be07beeab42c7
    success: True
  - lfn: "Aug_resized_Cat7_2.jpg"
    pfn: "Aug_resized_Cat7_2.jpg"
    sha256: 61975bb2878d7daf5fa9dac4be4ec7e9d2bd1d3bf8c173f3080b20cf3c09577a
    success: True
  - lfn: "Aug_resized_Dog96_2.jpg"
    pfn: "Aug_resized_Dog96_2.jpg"
    sha256: 70c6fd86a95a29b8dbde25b8977ab53c659bc842cd1d436b461ab1f437897e53
    success: True
  - lfn: "Aug_resized_Cat55_2.jpg"
    pfn: "Aug_resized_Cat55_2.jpg"
    sha256: fa4d4fb2f859390bd67b4e4a7ccbb5aa9f937b79b3bead0e6788e9cf38d313b0
    success: True
  - lfn: "Aug_resized_Dog8_1.jpg"
    pfn: "Aug_resized_Dog8_1.jpg"
    sha256: ed803c26e1c464655f4e11efa515b011a8295d92f7946d8790a0b0f62976be2a
    success: True
  - lfn: "Aug_resized_Dog88_2.jpg"
    pfn: "Aug_resized_Dog88_2.jpg"
    sha256: 8e0f4c5268c6d9ac3f11911fc719554c9f11b39d7704b6f3d873771224315a2e
    success: True
  - lfn: "Aug_resized_Dog62_0.jpg"
    pfn: "Aug_resized_Dog62_0.jpg"
    sha256: ec3997d60060ae6e2aaa8c777d3610fcdc3b3a012836326d435b9a3c5d0dd419
    success: True
  - lfn: "Aug_resized_Dog13_2.jpg"
    pfn: "Aug_resized_Dog13_2.jpg"
    sha256: 10d214e0c258454018ad19149523b1e1acca8a6d0d52827af7d609e2603c1e37
    success: True
  - lfn: "Aug_resized_Dog29_1.jpg"
    pfn: "Aug_resized_Dog29_1.jpg"
    sha256: 9187e6defe4d696ee7429cd0686acc1634e411df6d4bf63f2fe93863fa09136e
    success: True
  - lfn: "Aug_resized_Dog6_1.jpg"
    pfn: "Aug_resized_Dog6_1.jpg"
    sha256: 317e65852d25397947997050ef024ae0388cccb166cefed14391de5d22d1a73a
    success: True
  - lfn: "Aug_resized_Cat36_0.jpg"
    pfn: "Aug_resized_Cat36_0.jpg"
    sha256: 1c010e0734aef7bea6413fced72ba78707391bb2fed606a9f6585b719c5b0d1a
    success: True
  - lfn: "Aug_resized_Cat19_2.jpg"
    pfn: "Aug_resized_Cat19_2.jpg"
    sha256: 1c7b78883da5f5aaa1c1aad00d18600789b6d7a7d5e636d7352b266b67326c97
    success: True
  - lfn: "Aug_resized_Cat52_1.jpg"
    pfn: "Aug_resized_Cat52_1.jpg"
    sha256: a5575aa63ab3bd59ef6181d92cb77471bf9d4bf0c5e4149726d648a29e4ce3af
    success: True
  - lfn: "Aug_resized_Cat39_1.jpg"
    pfn: "Aug_resized_Cat39_1.jpg"
    sha256: f16998b2aafe40b615335160602b8d205835b13c3be8221ba9481a9e7b9cdd79
    success: True
  - lfn: "Aug_resized_Cat13_0.jpg"
    pfn: "Aug_resized_Cat13_0.jpg"
    sha256: 842ab2f6d3784fcd854e583b578aeaf2a690b5285419f5e55e0434391c190848
    success: True
  - lfn: "Aug_resized_Dog62_1.jpg"
    pfn: "Aug_resized_Dog62_1.jpg"
    sha256: 24e1af874a4bf1a173ce4e09746e1c8ee8edfdf45ff49d7ca101ab222459fb56
    success: True
  - lfn: "Aug_resized_Cat4_1.jpg"
    pfn: "Aug_resized_Cat4_1.jpg"
    sha256: db139720ca99fe11e3cc9f732777e2d727e99d2822f801e955b0c88734c9594f
    success: True
  - lfn: "Aug_resized_Dog39_2.jpg"
    pfn: "Aug_resized_Dog39_2.jpg"
    sha256: 2b01ebf6b55156c0681cbf708b482d81710836a1aca2eba764cd90ad3b54e621
    success: True
  - lfn: "Aug_resized_Dog56_0.jpg"
    pfn: "Aug_resized_Dog56_0.jpg"
    sha256: d9f0d984434492f36cbf336bdb39cea0367563d2e09794500ae6628f4bc1398d
    success: True
  - lfn: "Aug_resized_Cat42_0.jpg"
    pfn: "Aug_resized_Cat42_0.jpg"
    sha256: c9c7b3785f4c4d3d756783df702b4dcac2914556dfcbfd559616042a9557e3bb
    success: True
  - lfn: "Aug_resized_Dog72_2.jpg"
    pfn: "Aug_resized_Dog72_2.jpg"
    sha256: 47ec874f47c6d3c25fcfc2156f8bad673fa3ee586f8ded86cc70f4cd9e39d0f1
    success: True
  - lfn: "Aug_resized_Cat72_0.jpg"
    pfn: "Aug_resized_Cat72_0.jpg"
    sha256: cdedbb85dec1ff55bb9ffff92c4726c7558f32133f3155c6e2d7643e132b371b
    success: True
  - lfn: "Aug_resized_Cat49_2.jpg"
    pfn: "Aug_resized_Cat49_2.jpg"
    sha256: b86d8b5c8733cac97a2fb521988e851c656294e3ddc7d15629e7e062ce91d891
    success: True
  - lfn: "Aug_resized_Cat99_2.jpg"
    pfn: "Aug_resized_Cat99_2.jpg"
    sha256: 7310f0eab3ecba6d29f06b332f0c7a83c69704e06c321b468f55c02e99440b86
    success: True
  - lfn: "Aug_resized_Dog33_0.jpg"
    pfn: "Aug_resized_Dog33_0.jpg"
    sha256: 80b2bb8293b74d76cec6eb3e0996825e9393e08aaf1b046396c81d796b1ca447
    success: True
  - lfn: "Aug_resized_Dog91_1.jpg"
    pfn: "Aug_resized_Dog91_1.jpg"
    sha256: e63d8f5fe6f7ea0f97ed2adfd09c7eb8a7bd330d295aa0b49a81beb8b36a3343
    success: True
  - lfn: "Aug_resized_Dog59_1.jpg"
    pfn: "Aug_resized_Dog59_1.jpg"
    sha256: ee50b4cd371a1c09f50e6f0a2cda69a11cf00e5c5af4930674528744f02a08e7
    success: True
  - lfn: "Aug_resized_Cat81_2.jpg"
    pfn: "Aug_resized_Cat81_2.jpg"
    sha256: bce4ec4e96b180716494dfefb00caba474b23fed10f944ac8386f1d1cfa30f38
    success: True
  - lfn: "Aug_resized_Cat23_1.jpg"
    pfn: "Aug_resized_Cat23_1.jpg"
    sha256: 943ab5ae8abf61bc341085ac301b768d2de6095d058146da315f677f411dcce2
    success: True
  - lfn: "Aug_resized_Cat95_0.jpg"
    pfn: "Aug_resized_Cat95_0.jpg"
    sha256: 5e42b6e523e526d5ffe7e21b1164bedc9efe2e68d96262ab51d9ebce08c6f58d
    success: True
  - lfn: "Aug_resized_Dog86_1.jpg"
    pfn: "Aug_resized_Dog86_1.jpg"
    sha256: 8e35dea953a54a72d76c6a0534d2e5b1d01172a5af7fb4be19b1be03bcb03c38
    success: True
  - lfn: "Aug_resized_Cat76_2.jpg"
    pfn: "Aug_resized_Cat76_2.jpg"
    sha256: b5bd4d18a741c5b6f8705b70abf187f3cf20943881497362627a9e5947b69c1d
    success: True
  - lfn: "Aug_resized_Cat31_2.jpg"
    pfn: "Aug_resized_Cat31_2.jpg"
    sha256: fc04de020b820490fb2b1b091bdf2551c17af7b37ade16e2c33b3fb92f16eb7b
    success: True
  - lfn: "Aug_resized_Dog83_0.jpg"
    pfn: "Aug_resized_Dog83_0.jpg"
    sha256: bda9e6ecd41266080ff7e12b1f6171f895098dc168697c3d972e8095654c694d
    success: True
  - lfn: "Aug_resized_Cat37_0.jpg"
    pfn: "Aug_resized_Cat37_0.jpg"
    sha256: c484fb8a97cea57efcbeade5d357443e988472b7a87e8b58afb1433b1098b704
    success: True
  - lfn: "Aug_resized_Dog58_1.jpg"
    pfn: "Aug_resized_Dog58_1.jpg"
    sha256: 81ccb9345c590de00c9c469cb1f1d7bb8520882c4a71ae1be06ec40fbddd2433
    success: True
  - lfn: "Aug_resized_Dog78_0.jpg"
    pfn: "Aug_resized_Dog78_0.jpg"
    sha256: 35a3c57661ad7e6f3a5eca36d4a41ca1c182e77db4d4ddbfce4dcbd529e2d075
    success: True
  - lfn: "Aug_resized_Dog66_2.jpg"
    pfn: "Aug_resized_Dog66_2.jpg"
    sha256: e59099f5e37a7b4e69d9e5c823d2c6cf5c83876350256c11303114c9dbbb8f65
    success: True
  - lfn: "Aug_resized_Dog4_0.jpg"
    pfn: "Aug_resized_Dog4_0.jpg"
    sha256: e5c8bc59ce34234243e9808becc233c050ed6c0c5fd85b28ea310fc5646eac14
    success: True
  - lfn: "Aug_resized_Cat25_2.jpg"
    pfn: "Aug_resized_Cat25_2.jpg"
    sha256: 4f9def653e760b55451c8e914c74d219ca6298d3b4209aafea2261c4b308e6cf
    success: True
  - lfn: "Aug_resized_Cat82_2.jpg"
    pfn: "Aug_resized_Cat82_2.jpg"
    sha256: 8241c5a982411b54bd44b8abf7a94bb3da27f32d23506f91dea698aa98015f57
    success: True
  - lfn: "Aug_resized_Cat17_1.jpg"
    pfn: "Aug_resized_Cat17_1.jpg"
    sha256: 764b9bf1d3bee63787758b031ee4fabf2c1483f2a245bae3eaf1921fc4244bfc
    success: True
  - lfn: "Aug_resized_Cat0_0.jpg"
    pfn: "Aug_resized_Cat0_0.jpg"
    sha256: 4da7d4458d51d87667b37e7d1180c7cd29cbe8fc78ac53ed409105b4194d968d
    success: True
  - lfn: "Aug_resized_Cat89_0.jpg"
    pfn: "Aug_resized_Cat89_0.jpg"
    sha256: f3877d022341b13829b8b21bcb9aeff0b304751ebc8a16a365f73531db572e37
    success: True
  - lfn: "Aug_resized_Cat74_1.jpg"
    pfn: "Aug_resized_Cat74_1.jpg"
    sha256: e8310e2612041002a0156bd8f5fa128ae962b4e5ffc832fa98dcd6a98f3f27fb
    success: True
  - lfn: "Aug_resized_Cat66_0.jpg"
    pfn: "Aug_resized_Cat66_0.jpg"
    sha256: 54feed08d08a2340adf872f2045f1abb3b15c86a42fae247bdd05bf620053d4e
    success: True
  - lfn: "Aug_resized_Dog43_2.jpg"
    pfn: "Aug_resized_Dog43_2.jpg"
    sha256: dffd21a6e1eb9b31ecee4e7ea219c835f3027af35f87b4b5187e445b6579c477
    success: True
  - lfn: "Aug_resized_Dog35_1.jpg"
    pfn: "Aug_resized_Dog35_1.jpg"
    sha256: e3d55fb8356262fcebab69013aff6e47075415f8e4756117b9e425beed346345
    success: True
  - lfn: "Aug_resized_Dog27_0.jpg"
    pfn: "Aug_resized_Dog27_0.jpg"
    sha256: 3aeb57aa30977ddb95722286ff44cf0e65cb915c21c72fa3767b910ce5fda829
    success: True
  - lfn: "Aug_resized_Cat71_0.jpg"
    pfn: "Aug_resized_Cat71_0.jpg"
    sha256: a49f35611c9a752cd7963a93d487ad1e68faa0aa1020be0adf9245637f8ab262
    success: True
  - lfn: "Aug_resized_Cat11_0.jpg"
    pfn: "Aug_resized_Cat11_0.jpg"
    sha256: a06fe7a285198b61232e5aa78716b9d6672977c77da8d78cdfb29cce1cda3929
    success: True
  - lfn: "Aug_resized_Dog44_0.jpg"
    pfn: "Aug_resized_Dog44_0.jpg"
    sha256: ba1522fba9b0b0c7c705aec26a0e404f90d4b00f5dae651d21aecacfff88fa7a
    success: True
  - lfn: "Aug_resized_Cat3_0.jpg"
    pfn: "Aug_resized_Cat3_0.jpg"
    sha256: 498c0c46f61c76ac28bf2c8d04175a6d2e532456c19580daca3537638b573b0e
    success: True
  - lfn: "Aug_resized_Cat67_2.jpg"
    pfn: "Aug_resized_Cat67_2.jpg"
    sha256: d53238c7e1cd6da10a7d3022ca2c0b88f62ba18629e950b25d8e2ad844b50aee
    success: True
  - lfn: "Aug_resized_Dog84_0.jpg"
    pfn: "Aug_resized_Dog84_0.jpg"
    sha256: a111bdb7ae1c14f73f063f4609aa76b12d81a6850faab78c7a958001b941991b
    success: True
  - lfn: "Aug_resized_Cat44_0.jpg"
    pfn: "Aug_resized_Cat44_0.jpg"
    sha256: 6a6a391abb40cbd4cfccfbeb7f342e48151f197b6b93975d44d32a3058ab8849
    success: True
  - lfn: "Aug_resized_Cat64_0.jpg"
    pfn: "Aug_resized_Cat64_0.jpg"
    sha256: a22d4b023ea971f171fee64b5b1e91d0beb62fba8884452e9739f1ed0d94043e
    success: True
  - lfn: "Aug_resized_Cat14_2.jpg"
    pfn: "Aug_resized_Cat14_2.jpg"
    sha256: ac794f1c59bc501a6edaf1865c470b6c477d30e3b323540d14a84d81e7132e6f
    success: True
  - lfn: "Aug_resized_Cat6_2.jpg"
    pfn: "Aug_resized_Cat6_2.jpg"
    sha256: c0f9059c7ce51b86e8514bbf04bdf86a1e98477fcd4a1b4be3836a721632c998
    success: True
  - lfn: "Aug_resized_Dog51_0.jpg"
    pfn: "Aug_resized_Dog51_0.jpg"
    sha256: fbdd82c33d255d4171ed2284ec29a1468ce3e359fede0622d79b50f7a22a25a1
    success: True
  - lfn: "Aug_resized_Cat54_2.jpg"
    pfn: "Aug_resized_Cat54_2.jpg"
    sha256: 1b3de7a60c05eda01a56fc6a0725c22d1944a56939c730e3d726ed6c493e8507
    success: True
  - lfn: "Aug_resized_Cat97_0.jpg"
    pfn: "Aug_resized_Cat97_0.jpg"
    sha256: b2ee1e1782c70fb7dc113575bfd41b96e0acf88802217f748cc3fe531a5e5ab4
    success: True
  - lfn: "Aug_resized_Dog4_1.jpg"
    pfn: "Aug_resized_Dog4_1.jpg"
    sha256: c91e720d0f20ab4f748c8a39a298d6855f830240d0f4c146eca628423a32b571
    success: True
  - lfn: "Aug_resized_Dog0_2.jpg"
    pfn: "Aug_resized_Dog0_2.jpg"
    sha256: 1187815aa5ab2faf9306af9c6505db6fdf9d34b3491841e1028cf5ec24941971
    success: True
  - lfn: "Aug_resized_Cat20_1.jpg"
    pfn: "Aug_resized_Cat20_1.jpg"
    sha256: 6b6c57f96f921f929240eba76aa3b5a5357161c888087d4c522be393eeed403f
    success: True
  - lfn: "Aug_resized_Cat60_1.jpg"
    pfn: "Aug_resized_Cat60_1.jpg"
    sha256: f4313f3b2072ffebefde689bd29708ed770b94adcd509c8369d5088deb4aee57
    success: True
